"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"KM016983.1.1405","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenes",NA
"EU037916.1.1448","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenes","Alcaligenes faecalis"
"JQ450518.1.1376","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia","uncultured bacterium"
"JQ450601.1.1388","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia",NA
"New.CleanUp.ReferenceOTU3168","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia","uncultured bacterium"
"JQ460269.1.1398","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA
"DQ536360.1.1451","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA
"EU808213.1.1300","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"New.CleanUp.ReferenceOTU558","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"New.CleanUp.ReferenceOTU2872","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium","uncultured bacterium"
"HQ910299.1.1432","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium",NA
"JN178365.1.1461","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracocccus",NA
"New.CleanUp.ReferenceOTU2032","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracocccus",NA
"New.CleanUp.ReferenceOTU992","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracocccus",NA
"New.CleanUp.ReferenceOTU123","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracocccus",NA
"DQ402044.1.1363","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracocccus",NA
"EU488186.1.1483","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae",NA,NA
"CU915111.1.1333","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","uncultured bacterium"
"KM658319.1.1424","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae",NA,NA
"EU488384.1.1450","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae",NA,NA
"JQ726809.1.1408","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA
"JQ339789.1.1337","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA
"Y15444.1.1481","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA
"HJ352582.1.1403","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","uncultured bacterium"
"KM019986.1.1462","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionII","FamilyII","Pleurocapsa",NA
"GBEF01033124.3018.4234","Bacteria","Cyanobacteria","Chloroplast","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"AC136521.125908.127371","Bacteria","Cyanobacteria","Chloroplast",NA,NA,NA,NA
"GBEF01033144.387.1845","Bacteria","Cyanobacteria","Chloroplast","Camelina sativa","Camelina sativa","Camelina sativa","Camelina sativa"
"GU227221.1.1448","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus",NA
"JQ449619.1.1400","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus",NA
"FJ470504.1.1484","Bacteria",NA,NA,NA,NA,NA,NA
"KC845976.1.1494","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus",NA
"AJ576410.1.1441","Bacteria","Saccharibacteria","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"New.CleanUp.ReferenceOTU3195","Bacteria","Saccharibacteria","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"JQ460158.1.1398","Bacteria","Saccharibacteria","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"JQ460386.1.1400","Bacteria","Saccharibacteria","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"CP007496.118727.120208","Bacteria","Saccharibacteria","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"New.CleanUp.ReferenceOTU670","Bacteria","Saccharibacteria","Unknown Class","Unknown Order","Unknown Family","Candidatus Saccharimonas","uncultured bacterium"
"New.CleanUp.ReferenceOTU2827","Bacteria","Saccharibacteria","Unknown Class","Unknown Order","Unknown Family","Candidatus Saccharimonas","uncultured bacterium"
"JQ472088.1.1397","Bacteria","Saccharibacteria","Unknown Class","Unknown Order","Unknown Family","Candidatus Saccharimonas","uncultured bacterium"
"LN613067.1.1495","Bacteria","Saccharibacteria","Unknown Class","Unknown Order","Unknown Family","Candidatus Saccharimonas","uncultured bacterium"
"JQ469336.1.1349","Bacteria","Saccharibacteria","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"AB505216.1.1398","Bacteria","Saccharibacteria","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"GU227156.1.1398","Bacteria","Saccharibacteria","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"FJ470457.1.1458","Bacteria","Saccharibacteria","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"U13042.1.1434","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","Mogibacterium",NA
"JQ477514.1.1387","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","Mogibacterium","uncultured bacterium"
"GU400649.1.1435","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","Family XIII UCG-001","uncultured bacterium"
"GU592692.1.1470","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","uncultured","uncultured bacterium"
"JQ474335.1.1382","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","[Eubacterium] brachy group","uncultured bacterium"
"HK240725.1.1487","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group","unidentified","unidentified"
"FJ983026.1.1522","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Filifactor",NA
"JQ469604.1.1393","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptoclostridium","uncultured bacterium"
"New.CleanUp.ReferenceOTU2500","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII",NA,NA
"GQ129864.1.1456","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Anaerococcus","uncultured bacterium"
"HJ352613.1.1416","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Anaerococcus","uncultured bacterium"
"New.ReferenceOTU14","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Anaerococcus","uncultured bacterium"
"New.CleanUp.ReferenceOTU1418","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Anaerococcus",NA
"AF542230.1.1406","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Peptoniphilus","uncultured bacterium"
"HQ747259.1.1428","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Finegoldia","uncultured bacterium"
"JQ469164.1.1381","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Parvimonas","uncultured bacterium"
"New.ReferenceOTU9","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Parvimonas","uncultured bacterium"
"New.ReferenceOTU22","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Parvimonas",NA
"HE681263.1.1518","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Parvimonas",NA
"New.ReferenceOTU26","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Parvimonas","uncultured bacterium"
"FJ470570.1.1488","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Parvimonas","uncultured bacterium"
"X67149.1.1349","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Atopobium",NA
"GU227171.1.1453","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Atopobium",NA
"JX262684.1.1340","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Slackia",NA
"FJ470407.1.1509","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas","uncultured bacterium"
"KJ679346.1.1336","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus",NA
"FM205010.1.1472","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus",NA
"JQ353773.1.1410","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus",NA
"JQ670744.1.1343","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured bacterium"
"JQ793535.1.1513","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"FJ937889.1.1415","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planomicrobium",NA
"JX240921.1.1512","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planomicrobium",NA
"EU939411.1.1538","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus",NA
"KC748474.1.1538","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"JX475126.1.1468","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"EF612340.1.1401","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"HE578181.1.1477","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","uncultured bacterium"
"HQ433462.1.1435","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Aliicoccus",NA
"AY328901.1.1385","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus roseus"
"AUEE01000029.1.1226","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus",NA
"KF740563.1.1435","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"New.CleanUp.ReferenceOTU1751","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"KC290443.1.1450","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"HG799946.1.1515","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"JN540204.1.1484","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","uncultured","uncultured bacterium"
"JQ477833.1.1386","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","[Eubacterium] nodatum group",NA
"New.ReferenceOTU2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio_2",NA
"JQ476846.1.1391","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"JQ466280.1.1392","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catonella","uncultured bacterium"
"JQ447797.1.1390","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catonella","uncultured bacterium"
"FM996577.1.1478","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catonella","uncultured bacterium"
"New.CleanUp.ReferenceOTU2245","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catonella","uncultured bacterium"
"New.CleanUp.ReferenceOTU3145","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catonella","uncultured bacterium"
"New.CleanUp.ReferenceOTU3353","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catonella","uncultured bacterium"
"JQ460832.1.1391","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catonella","uncultured bacterium"
"AM420119.1.1497","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Johnsonella",NA
"HQ781899.1.1453","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Johnsonella",NA
"HE681352.1.1518","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","uncultured","uncultured bacterium"
"New.CleanUp.ReferenceOTU2313","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","uncultured","uncultured bacterium"
"FJ470421.1.1463","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Johnsonella","uncultured bacterium"
"New.ReferenceOTU5","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoanaerobaculum",NA
"KC311758.1.1400","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoanaerobaculum","uncultured bacterium"
"HQ616374.1.1372","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Oribacterium",NA
"DQ799996.1.1296","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","uncultured bacterium"
"FJ557732.1.1390","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Stomatobaculum","uncultured bacterium"
"DQ808020.1.1390","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","uncultured bacterium"
"DQ802760.1.1390","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","uncultured bacterium"
"DQ798674.1.1296","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","uncultured bacterium"
"DQ802497.1.1393","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus] gauvreauii group",NA
"HE681346.1.1511","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","uncultured",NA
"JQ456698.1.1395","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","uncultured bacterium"
"JQ453384.1.1428","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","uncultured bacterium"
"FJ557635.1.1415","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","uncultured bacterium"
"HQ818819.1.1484","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister",NA
"DQ905952.1.1231","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister",NA
"GU304358.1.1508","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaerovibrio","uncultured bacterium"
"AY423746.1.1420","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","uncultured",NA
"AF538861.1.1476","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas_3",NA
"JQ459544.1.1420","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas_3",NA
"JQ457484.1.1420","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas_3","uncultured bacterium"
"AB643464.1.1414","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas_3",NA
"FM997532.1.1446","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas_3","uncultured bacterium"
"JQ452033.1.1417","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas_3","uncultured bacterium"
"JQ451976.1.1418","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas_3","uncultured bacterium"
"New.CleanUp.ReferenceOTU2651","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas_3","uncultured bacterium"
"AY878645.1.1404","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas_3","uncultured bacterium"
"JQ464406.1.1409","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","uncultured bacterium"
"New.ReferenceOTU6","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","uncultured bacterium"
"HQ744418.1.1434","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","uncultured bacterium"
"New.CleanUp.ReferenceOTU695","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005","uncultured bacterium"
"New.CleanUp.ReferenceOTU1106","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"EU779265.1.1403","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"JQ460360.1.1381","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014","uncultured bacterium"
"HE681360.1.1537","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014","uncultured bacterium"
"AF385517.1.1525","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Solobacterium",NA
"GQ182981.1.1392","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Solobacterium",NA
"EF509096.1.1462","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bulleidia",NA
"New.CleanUp.ReferenceOTU3536","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alloiococcus","uncultured bacterium"
"New.ReferenceOTU0","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum",NA
"GQ175335.1.1530","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes","uncultured bacterium"
"GQ133542.1.1406","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes","uncultured bacterium"
"AY005049.1.1490","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes","uncultured bacterium"
"AF371537.1.1465","Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"HQ796089.1.1463","Bacteria","Firmicutes","Bacilli","Bacillales","Family XI","Gemella","uncultured bacterium"
"JQ449330.1.1408","Bacteria","Firmicutes","Bacilli","Bacillales","Family XI","Gemella","uncultured bacterium"
"HQ805209.1.1473","Bacteria","Firmicutes","Bacilli","Bacillales","Family XI","Gemella","uncultured organism"
"FJ366084.1.1366","Bacteria","Firmicutes","Bacilli","Bacillales","Family XI","Gemella","uncultured organism"
"AJ289181.1.1387","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","uncultured bacterium"
"JQ476711.1.1376","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","uncultured bacterium"
"New.CleanUp.ReferenceOTU1509","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"JQ469901.1.1357","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"JQ463685.1.1363","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"HQ744820.1.1421","Bacteria",NA,NA,NA,NA,NA,NA
"HQ754494.1.1380","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","uncultured bacterium"
"New.ReferenceOTU3","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","uncultured bacterium"
"HQ809937.1.1419","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","uncultured bacterium"
"HQ773058.1.1454","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","uncultured bacterium"
"GU227222.1.1478","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"JQ457591.1.1392","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"New.CleanUp.ReferenceOTU2473","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"FJ509883.1.1381","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA
"FJ558479.1.1379","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"JQ460237.1.1233","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"New.ReferenceOTU17","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"FJ557873.1.1382","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"EU266885.1.1476","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propioniciclava","uncultured bacterium"
"KF682216.1.1350","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","uncultured bacterium"
"FJ382208.1.1380","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","uncultured bacterium"
"JN049507.1.1350","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium gordonae"
"New.CleanUp.ReferenceOTU3227","Bacteria","Actinobacteria","Actinobacteria","Actinopolysporales","Actinopolysporaceae","Actinopolyspora",NA
"New.CleanUp.ReferenceOTU2448","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",NA
"New.CleanUp.ReferenceOTU1038","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","uncultured","uncultured bacterium"
"AMEM01000002.1.1339","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","uncultured bacterium"
"FJ670965.1.1461","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","uncultured bacterium"
"New.CleanUp.ReferenceOTU2419","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","uncultured bacterium"
"New.CleanUp.ReferenceOTU399","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","uncultured bacterium"
"JQ452041.1.1416","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","uncultured bacterium"
"JQ466068.1.1410","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","uncultured bacterium"
"New.CleanUp.ReferenceOTU591","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","uncultured bacterium"
"FJ470491.1.1516","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","uncultured bacterium"
"New.CleanUp.ReferenceOTU2812","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","uncultured bacterium"
"New.CleanUp.ReferenceOTU211","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","uncultured bacterium"
"JX476069.1.1447","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","uncultured bacterium"
"New.CleanUp.ReferenceOTU2222","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","uncultured bacterium"
"EU540561.1.1380","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","uncultured bacterium"
"New.ReferenceOTU11","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","uncultured bacterium"
"D83375.1.1474","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA
"New.CleanUp.ReferenceOTU449","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","uncultured bacterium"
"LN568935.1.1349","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia",NA
"FJ536296.1.1437","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia",NA
"X80601.29.1395","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia",NA
"FM996743.1.1462","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"JQ467913.1.1316","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","uncultured",NA
"GU227175.1.1462","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"JQ454194.1.1393","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"JQ463232.1.1423","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"JQ452597.1.1412","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA
"AF479270.1.1446","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"New.CleanUp.ReferenceOTU3931","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA
"JQ475358.1.1405","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"GU227166.1.1471","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA
"JQ475838.1.1418","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"JQ451999.1.1413","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"JQ472249.1.1423","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"JF776388.1.1384","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","uncultured bacterium"
"EU539565.1.1380","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus",NA
"JQ173114.1.1484","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus",NA
"GU574021.1.1493","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter",NA
